,reviewText,rating,nb_adj_adv,nb_words,ratio_adj_adv
1919,didnt feel compelled skip try feel felt like reading book report written hostile surly seventh grader interest sparkno life book sentence structure atrocious entire words missing times wrong words persons author known sentences thats sensational thing reportedly occupied 450 foot megayacht known octavianor time fly monaco gran prixfrom tell number types problems book gloss occasional typo missing word feel like im working harder read author writing annoying insane number shoddy written books run new motto lifes short books took leave early find worthy wasting time,1,31,85,0.36470588235294116
1920,terrific incredibly useful offering ian stables author want onethis mean books arehe offers fresh insightful immediately useable advice butt writing book worth pricetogether priceless em coming mr stables,5,10,28,0.35714285714285715
1921,guess worth try like diet sure hand,1,2,7,0.2857142857142857
1922,story line ok thin ok commented right wing orientedthe authors long convoluted sentences left wondering trying referring convoluted sentences run way bookalso poor grammar odd punctuation capitalization acronym useage explanation meaning use terms phrases unclear thing book youhe slight fixation rape know rape tool war goes way way bringing upwell pay freei hope continues write finds editor,2,20,57,0.3508771929824561
1923,kristen ecksteins authors quick guide organizing nonfiction book beneficial 1984 putting nonfiction book end managed write publish awardwinning book 1986 27 years 15 published nonfiction books later consider successful veteran writer find kristens book valuable resource coaching clients help client better understand basic terminology best sequencing book ill keeping handy finish new nonfiction book fallit claims quick guide easy read easily digested easy follow easy reference easy budget touches humor smile occasional insertions selfpromotion worth emulating topicrelated useful soft hard sell follow links dont youi highly recommend terrific resource novice nonfiction writers trying handle goes seasoned professionals like appreciate quick stepbystep reminder consider goes helps concentrate want write share books formatfor wondering author young writers guide getting published writers digest books 6th edition 2001 kathy henderson,5,55,126,0.4365079365079365
1924,theres lots good things grease monkey jive ill simple story heartbreakingly honest youre looking strong real australian voice brilliant book,5,8,20,0.4
1925,looking forward roy didnt understood thepull rose didnt feelthe spark kelsey roy,3,2,12,0.16666666666666666
1926,fun reading rileys books disappointed single different quick hot read absolutely loved,5,10,12,0.8333333333333334
1927,positioned book series read book reading prior ones problem following read standalone premise book interesting past years lane expoliceman looking precious reunited met face face reagan blamed loss misunderstanding cleared felt drawn reagan wanting protect enjoyed family aspect story feel connection characters care lane found propensity abbreviate people8217s names annoying lane reagan got quickly angst,3,14,55,0.2545454545454545
1928,forgive speed reader read book flash directed women learned good deal author offers concise information book fun read good job,5,6,20,0.3
1929,ill admit vikings captured imagination got hooked history channel true story people told book far compelling primetime soap opera burrows beneath stereotype vikings raiders sea shows actually built maintained sophisticated civilization writing pacing rate highly recommended,5,11,36,0.3055555555555556
